,CF,prediction_wind_decision_tree,hour,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,holiday_name_Christmas Day,holiday_name_Columbus Day,holiday_name_Labor Day,holiday_name_New Year's Day,holiday_name_Thanksgiving,holiday_name_Veterans Day
2019-08-07 15:00:00,0.09023142568177239,0.09114005287328274,15.0,2.0,3.0,8.0,2019.0,219.0,7.0,32.0,0,0,0,0,0,0
2019-08-07 16:00:00,0.14836597973975446,0.21436035997472885,16.0,2.0,3.0,8.0,2019.0,219.0,7.0,32.0,0,0,0,0,0,0
2019-08-07 17:00:00,0.21335078379819936,0.2355364726249079,17.0,2.0,3.0,8.0,2019.0,219.0,7.0,32.0,0,0,0,0,0,0
2019-08-07 18:00:00,0.21335078379819936,0.2355364726249079,17.0,2.0,3.0,8.0,2019.0,219.0,7.0,32.0,0,0,0,0,0,0
2019-08-07 19:00:00,0.32798727704918834,0.3396603317792455,19.0,2.0,3.0,8.0,2019.0,219.0,7.0,32.0,0,0,0,0,0,0
2019-08-07 20:00:00,0.3920632027291935,0.39239807978843544,20.0,2.0,3.0,8.0,2019.0,219.0,7.0,32.0,0,0,0,0,0,0
2019-08-07 21:00:00,0.40721117570318993,0.4190240844403919,21.0,2.0,3.0,8.0,2019.0,219.0,7.0,32.0,0,0,0,0,0,0
2019-08-07 22:00:00,0.42151759462307553,0.4140857319410274,22.0,2.0,3.0,8.0,2019.0,219.0,7.0,32.0,0,0,0,0,0,0
2019-08-07 23:00:00,0.39643928381057025,0.3770070728740713,23.0,2.0,3.0,8.0,2019.0,219.0,7.0,32.0,0,0,0,0,0,0
2019-08-08 00:00:00,0.3880574054316255,0.3840946140640983,0.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 01:00:00,0.35606152029432847,0.33443494867146006,1.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 02:00:00,0.3257824054274177,0.2967592504930748,2.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 03:00:00,0.32754966894105064,0.30087586661723215,3.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 04:00:00,0.3026228378582853,0.2916573952375744,4.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 05:00:00,0.25421664866582544,0.24611693597792905,5.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 06:00:00,0.21646453379840974,0.22697287603454927,6.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 07:00:00,0.20900836487898705,0.18899334285512373,7.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 08:00:00,0.15131141892914265,0.13591494012146038,8.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 09:00:00,0.12825283784650357,0.1205355822807187,9.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 10:00:00,0.09891626352019706,0.0902720159911327,10.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 11:00:00,0.0798634797351259,0.08054330105527398,11.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 12:00:00,0.07441020946448718,0.08778845268840287,12.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 13:00:00,0.08701668919506869,0.09392895000473124,13.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 14:00:00,0.10953667568307679,0.11510796213883014,14.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 15:00:00,0.14124643244197613,0.17643013967358706,15.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 16:00:00,0.1860002770395946,0.20944217250703237,16.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 17:00:00,0.2218504797447196,0.2743939126395376,17.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 18:00:00,0.2522305810981237,0.3061707789188786,18.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 19:00:00,0.30102388515547457,0.31953425169393534,19.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 20:00:00,0.40746364191942325,0.37144099442908085,20.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 21:00:00,0.40721117570318993,0.4190240844403919,21.0,2.0,3.0,8.0,2019.0,219.0,7.0,32.0,0,0,0,0,0,0
2019-08-08 22:00:00,0.4321211757048731,0.4228369962064348,22.0,3.0,3.0,8.0,2019.0,220.0,8.0,32.0,0,0,0,0,0,0
2019-08-08 23:00:00,0.39643928381057025,0.3770070728740713,23.0,2.0,3.0,8.0,2019.0,219.0,7.0,32.0,0,0,0,0,0,0
2019-08-09 00:00:00,0.39362849326983973,0.33668749362585515,0.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 01:00:00,0.3519547365102672,0.33959318992532656,1.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 02:00:00,0.3111730270480522,0.3195578309652051,2.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 03:00:00,0.27518817569426945,0.27287362934108966,3.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 04:00:00,0.22553648650172545,0.23465556750984312,4.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 05:00:00,0.19732759460792756,0.20293173257684366,5.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 06:00:00,0.18150637839064235,0.17568749502832126,6.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 07:00:00,0.14484828379357084,0.13457986722520993,7.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 08:00:00,0.11759876352145938,0.11276742897037105,8.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 09:00:00,0.08880078378978384,0.062365280337184956,9.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 10:00:00,0.06360465540970302,0.05306905581929641,10.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 11:00:00,0.04832203378704879,0.04485991523003338,11.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 12:00:00,0.041084668921694906,0.03963063634579864,12.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 13:00:00,0.04249847973260125,0.036480213943664075,13.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 14:00:00,0.05246247973327449,0.05544883801157022,14.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 15:00:00,0.06725700000454439,0.07898964087982362,15.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 16:00:00,0.10931787162900797,0.10931049191656719,16.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 17:00:00,0.1685969392005809,0.18078604841707646,17.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 18:00:00,0.24019635812433757,0.24246130773468524,18.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 19:00:00,0.31967272299457244,0.32225985247673306,19.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 20:00:00,0.4266005811099054,0.4162788649504576,20.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 21:00:00,0.46824067570731354,0.44844974476530697,21.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 22:00:00,0.47015941895068647,0.47027491207136823,22.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-09 23:00:00,0.5025255878717922,0.46343186589215263,23.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-10 00:00:00,0.39362849326983973,0.33668749362585515,0.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-10 01:00:00,0.4684931419235468,0.45897210348651685,1.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 02:00:00,0.44721865543562284,0.45530693685968304,2.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 03:00:00,0.43415773651582146,0.4050628666284207,3.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 04:00:00,0.39914908786480735,0.3917432173558202,4.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 05:00:00,0.19732759460792756,0.20293173257684366,5.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-10 06:00:00,0.3172153851565686,0.3241688041037183,6.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 07:00:00,0.29621019596596015,0.2779167461649871,7.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 08:00:00,0.22849875677219583,0.21733124816217475,8.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 09:00:00,0.14410771622595323,0.15475013630903278,9.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 10:00:00,0.11371078379146694,0.11777875427130453,10.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 11:00:00,0.12323717568400251,0.12972295152331748,11.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 12:00:00,0.041084668921694906,0.03963063634579864,12.0,4.0,3.0,8.0,2019.0,221.0,9.0,32.0,0,0,0,0,0,0
2019-08-10 13:00:00,0.14106129055007172,0.13918082712736393,13.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 14:00:00,0.18416568920163282,0.16164719401205685,14.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 15:00:00,0.24935246623306434,0.21609496946710247,15.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 16:00:00,0.2694992702884797,0.2746727702208101,16.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 17:00:00,0.3126373311022052,0.32117583650675174,17.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 18:00:00,0.38443872299894855,0.37702538797216656,18.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 19:00:00,0.4278124189478252,0.41831518604346374,19.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 20:00:00,0.4518640338143151,0.4595202336124213,20.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 21:00:00,0.47438402030232324,0.4784204384354506,21.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 22:00:00,0.47840664868097343,0.4761937923044862,22.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-10 23:00:00,0.4451147703003456,0.4504076088578836,23.0,5.0,3.0,8.0,2019.0,222.0,10.0,32.0,0,0,0,0,0,0
2019-08-11 00:00:00,0.42298189867722846,0.4425686703250676,0.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 01:00:00,0.4129000811089797,0.42921430149637796,1.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 02:00:00,0.4336359730022727,0.42213614727363147,2.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 03:00:00,0.40825470273028747,0.3978715791678359,3.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 04:00:00,0.37496282434965966,0.36644434670762116,4.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 05:00:00,0.3506924054291008,0.35582356884138205,5.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 06:00:00,0.3852297838098128,0.3413059709702929,6.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 07:00:00,0.3547991892131621,0.3404043317009875,7.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 08:00:00,0.3141352973185227,0.2389842327884989,8.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 09:00:00,0.26128570272035717,0.18229336210699004,9.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 10:00:00,0.23211743920487277,0.2027231314036445,10.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 11:00:00,0.22011687839325114,0.2077185154853662,11.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 12:00:00,0.21794566893364498,0.2125274377387777,12.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 13:00:00,0.24293982434073919,0.23467215675462372,13.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 14:00:00,0.29932394596617057,0.2832073568326721,14.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 15:00:00,0.3573743446187415,0.35100798781297415,15.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 16:00:00,0.375063810836153,0.3672783804747146,16.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 17:00:00,0.372370837862998,0.3789198603109294,17.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 18:00:00,0.3630127567812847,0.3710499464390396,18.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 19:00:00,0.3547823581320799,0.3727077519783707,19.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 20:00:00,0.39931739867562954,0.3986190224067511,20.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 21:00:00,0.4352517567861657,0.4602086715292045,21.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 22:00:00,0.4452157567868389,0.45963418740186646,22.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-11 23:00:00,0.42404225678540824,0.43160659317375893,23.0,6.0,3.0,8.0,2019.0,223.0,11.0,32.0,0,0,0,0,0,0
2019-08-12 00:00:00,0.42612931083960337,0.4568186232758068,0.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 01:00:00,0.41414558110906385,0.4173522932561057,1.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 02:00:00,0.39556406759429485,0.351124036697421,2.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 03:00:00,0.3770330473227725,0.3138809766639319,3.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 04:00:00,0.34291644596911597,0.3258739588859366,4.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 05:00:00,0.2920529189386522,0.27959678088942486,5.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 06:00:00,0.23718359461062052,0.2224313972995021,6.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 07:00:00,0.1758679662280992,0.14262729683309575,7.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 08:00:00,0.1285726283870657,0.09860464296560507,8.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 09:00:00,0.08183271622174546,0.07013278666026185,9.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 10:00:00,0.05067838513855935,0.053839640478542145,10.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 11:00:00,0.04524194594900283,0.044538431783109345,11.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 12:00:00,0.05241198649002783,0.05490613072818215,12.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 13:00:00,0.07403992568067837,0.07752619989004605,13.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 14:00:00,0.11493945271046888,0.11772749119610851,14.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 15:00:00,0.1274617770356393,0.1486724188356196,15.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 16:00:00,0.18071531757977807,0.19145235961244805,16.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 17:00:00,0.21217260812244407,0.20549260294681604,17.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 18:00:00,0.22955911488037561,0.24078633504725885,18.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 19:00:00,0.27352189866712984,0.2713651049862466,19.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 20:00:00,0.3142026216428515,0.3284843211502684,20.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 21:00:00,0.3266071284004464,0.3726408238428385,21.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 22:00:00,0.34007199326622106,0.34496025764104477,22.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-12 23:00:00,0.3263378311031309,0.3110487018512891,23.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-13 00:00:00,0.32250034461638516,0.327445648396142,0.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 01:00:00,0.3241497905624426,0.3280248138085931,1.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 02:00:00,0.32425077704893585,0.3135932105975918,2.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 03:00:00,0.27496937164020063,0.27199985261279563,3.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 04:00:00,0.22934031082630676,0.22882099328686628,4.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 05:00:00,0.19924633785130041,0.20170777290508501,5.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 06:00:00,0.1754303581199615,0.18712657209138825,6.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 07:00:00,0.11637009460245744,0.14077218709803596,7.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 08:00:00,0.09285707433059846,0.10022453486132137,8.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 09:00:00,0.11519191892670215,0.11023095992326877,9.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 10:00:00,0.03187806756972149,0.04858997319915731,10.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 11:00:00,0.02305858108263909,0.04684351156872488,11.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 12:00:00,0.02819206081271568,0.15576706714163746,12.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 13:00:00,0.0873869729788775,0.11155459688261399,13.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 14:00:00,0.22755621623159164,0.1559107363305343,14.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 15:00:00,0.35293093921303587,0.2377157374885684,15.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 16:00:00,0.428418337866785,0.4021075803544034,16.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 17:00:00,0.45748561489577605,0.3319606481801027,17.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 18:00:00,0.22955911488037561,0.24078633504725885,18.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-13 19:00:00,0.49140024327644594,0.4798491201952722,19.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 20:00:00,0.3142026216428515,0.3284843211502684,20.0,0.0,3.0,8.0,2019.0,224.0,12.0,33.0,0,0,0,0,0,0
2019-08-13 21:00:00,0.43203702029946195,0.44810788280302477,21.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 22:00:00,0.3927364459724822,0.4189697853069686,22.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-13 23:00:00,0.3678769392140457,0.37111059341116626,23.0,1.0,3.0,8.0,2019.0,225.0,13.0,33.0,0,0,0,0,0,0
2019-08-14 00:00:00,0.33133666218454977,0.29056457756006693,0.0,2.0,3.0,8.0,2019.0,226.0,14.0,33.0,0,0,0,0,0,0
2019-08-14 01:00:00,0.20431249325704814,0.21834374049283506,1.0,2.0,3.0,8.0,2019.0,226.0,14.0,33.0,0,0,0,0,0,0
2019-08-14 02:00:00,0.18382906757998846,0.1780344804374737,2.0,2.0,3.0,8.0,2019.0,226.0,14.0,33.0,0,0,0,0,0,0
2019-08-14 03:00:00,0.14360278379348668,0.15078103069556498,3.0,2.0,3.0,8.0,2019.0,226.0,14.0,33.0,0,0,0,0,0,0
2019-08-14 04:00:00,0.12821917568433913,0.11376091542883564,4.0,2.0,3.0,8.0,2019.0,226.0,14.0,33.0,0,0,0,0,0,0
2019-08-14 05:00:00,0.0974014662227974,0.07622890063700095,5.0,2.0,3.0,8.0,2019.0,226.0,14.0,33.0,0,0,0,0,0,0
2019-08-14 06:00:00,0.07109448649129016,0.07138606006428337,6.0,2.0,3.0,8.0,2019.0,226.0,14.0,33.0,0,0,0,0,0,0
2019-08-14 07:00:00,0.044804337840865155,0.06054276791657888,7.0,2.0,3.0,8.0,2019.0,226.0,14.0,33.0,0,0,0,0,0,0
2019-08-14 08:00:00,0.0357492162186317,0.030686693987688446,8.0,2.0,3.0,8.0,2019.0,226.0,14.0,33.0,0,0,0,0,0,0
2019-08-14 09:00:00,0.04542708784090723,0.02974306321908915,9.0,2.0,3.0,8.0,2019.0,226.0,14.0,33.0,0,0,0,0,0,0
2019-08-14 10:00:00,0.0419935473001347,0.025337007186139515,10.0,2.0,3.0,8.0,2019.0,226.0,14.0,33.0,0,0,0,0,0,0
2019-08-14 11:00:00,0.021998222974459337,0.020523130030616954,11.0,2.0,3.0,8.0,2019.0,226.0,14.0,33.0,0,0,0,0,0,0
